name,born,died,page
"STERNBERG, JOSEPH  ",03 APRIL 1852,13 JANUARY 1928),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/875
"STERRY, DAVID CHAPLIN  ",08 JULY 1832,26 SEPTEMBER 1904),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/876
"STEVENS, FREDERICK PERKINS  ",1820,17 MAY 1888),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/877
"STEWART, JAMES  ",1820,02 AUGUST 1863),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/878
"STEWART, JAMES SYME  ",1827,11 NOVEMBER 1889),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/879
"STEWART, PERCY GERALD  ",18 OCTOBER 1885,15 OCTOBER 1931),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1583
"STIRLING, HAROLD VICTOR  ",07 APRIL 1904,23 JULY 1968),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1585
"STIRLING, GORDON FRANCIS  ",28 DECEMBER 1924,11 JUNE 1999),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1584
"STOCKDALE, ALAN ROBERT  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/175
"STODDART, HECTOR GEORGE  ",15 FEBRUARY 1905,03 MAY 1964),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1586
"STOKES, RUSSELL NEWTON  ",26 AUGUST 1903,06 JULY 1974),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1587
"STONEHAM, CLIVE PHILIP  ",12 APRIL 1909,03 JULY 1992),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1588
"STONEY, EADLEY   ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/341
"STOREY, JOSEPH  ",07 JULY 1816,20 MARCH 1881),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/880
"STOREY, HADDON  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1591
"STRACHAN, JAMES FORD  ",29 MARCH 1810,14 APRIL 1875),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/881
"STRICKLAND, ROBERT  ",03 OCTOBER 1833,17 JULY 1889),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/882
"STRONG, CHRISTOPHER ARTHUR  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/320
"STUART, FRANCIS  ",21 MAY 1844,16 OCTOBER 1910),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/239
"STUTT, WILLIAM  ",1827,29 AUGUST 1912),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/883
"STYLES, JAMES  ",03 JULY 1841,04 FEBRUARY 1913),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/884
"SUGGETT, ROBERT HARRIS  ",03 SEPTEMBER 1911,28 OCTOBER 1982),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1592
"SULLIVAN, JAMES FORESTER  ",1817,03 FEBRUARY 1876),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/885
"SUMNER, THEODOTUS JOHN  ",04 MAY 1820,20 APRIL 1884),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/888
"SUTHERLAND, JOSEPH  ",1800,29 APRIL 1875),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/886
"SUTTON,  KEITH  ",12 FEBRUARY 1896,06 APRIL 1973),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1593
"SWINBURNE, GEORGE  ",03 FEBRUARY 1861,04 SEPTEMBER 1928),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1594
"SWINBURNE, IVAN ARCHIE  ",06 MARCH 1908,12 AUGUST 1994),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1595
"SYKES, WILLIAM EVERETT  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1688
"SYME, EBENEZER  ",15 SEPTEMBER 1826,13 MARCH 1860),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/887
"TANNER, EDGAR STEPHEN  ",10 AUGUST 1904,21 NOVEMBER 1979),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1598
"TANNER, ARCHIE LIONEL  ",18 APRIL 1908,23 AUGUST 1975),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1596
"TANNER, EDGAR MILES PONSONBY   ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1597
"TATCHELL, WILLIAM FREDERICK  ",28 NOVEMBER 1827,16 OCTOBER 1897),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/889
"TAVERNER, JOHN WILLIAM  ",20 NOVEMBER 1853,17 DECEMBER 1923),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/890
"TAYLOR, WILLIAM  ",20 NOVEMBER 1818,21 JUNE 1903),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/892
"TAYLOR, CHARLES FREDERICK  ",10 NOVEMBER 1849,13 JANUARY 1898),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/891
"TAYLOR, ALEXANDER WILLIAM  ",23 OCTOBER 1906,15 JUNE 1976),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1599
"TAYLOR, JAMES ALLISTER  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1600
"TEE, BRIAN  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1710
"TEHAN, MARIE THERESE  ",19 JUNE 1940,01 NOVEMBER 2004),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/177
"TEMPLETON, JOHN MONTGOMERY  ",20 MAY 1840,10 JUNE 1908),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/893
"TEMPLETON,  WILLIAM  ",23 DECEMBER 1927,20 MAY 2005),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1601
"THEOPHANOUS, THEO CHARLES  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/344
"THOM, GEOFFREY WALTER  ",28 APRIL 1910,16 MARCH 1973),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1602
"THOMAS, DAVID  ",UNKNOWN,10 JULY 1876),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/894
"THOMAS, WILLIAM EDWARD  ",07 APRIL 1869,11 JULY 1924),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1590
"THOMAS, FREDERICK MILES  ",18 JANUARY 1882,02 JUNE 1960),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1589
"THOMAS, HERBERT ARTHUR  ",21 NOVEMBER 1911,02 NOVEMBER 1995),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1605
"THOMPSON, LINDSAY HAMILTON SIMPSON  ",15 OCTOBER 1923,16 JULY 2008),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1606
"THOMPSON, MURRAY HAMILTON  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/31
"THOMSON, ALEXANDER  ",1800,01 JANUARY 1866),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/895
"THOMSON, JAMES  ",23 FEBRUARY 1798,23 MARCH 1859),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/896
"THOMSON, ROBERT  ",1807,15 NOVEMBER 1863),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/899
"THOMSON, JOHN  ",1829,19 OCTOBER 1913),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/898
"THOMSON, JOHN  ",23 AUGUST 1853,03 AUGUST 1917),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/897
"THOMSON, KELVIN JOHN  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/152
"THOMSON, MARSHA ROSE  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/32
"THONEMANN, HAROLD ERIC  ",28 OCTOBER 1890,05 AUGUST 1962),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1608
"THORNLEY, NATHAN  ",25 JUNE 1838,01 MARCH 1903),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/900
"THORNLEY, EVAN  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1708
"THORPE, LIDIA  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/127
"THWAITES, JOHNSTONE WILLIAM  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/346
"TIERNEY, DANIEL JOSEPH  ",11 FEBRUARY 1814,22 MAY 1863),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/901
"TILLEY, GEORGE LEONARD  ",09 JANUARY 1912,16 MARCH 1989),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1609
"TODD, ARCHIBALD  ",11 APRIL 1899,09 MARCH 1981),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1610
"TONER, PAULINE THERESE  ",16 MARCH 1935,03 MARCH 1989),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1613
"TOOHEY, JAMES  ",30 JUNE 1837,19 SEPTEMBER 1889),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/902
"TOUTCHER, RICHARD FREDERICK  ",27 MAY 1861,06 SEPTEMBER 1941),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/903
"TOVELL, RAYMOND WALTER  ",09 MARCH 1890,18 JUNE 1966),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1614
"TOWERS, WILLIAM JOHN  ",25 MARCH 1892,18 MARCH 1962),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1611
"TRAYLING, IVAN BARRY  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1615
"TRAYNOR, BARRY EDWARD  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/156
"TREASURE, DAVID LEWIS  ",06 NOVEMBER 1943,19 MAY 2018),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/157
"TRENWITH, WILLIAM ARTHUR  ",15 JULY 1846,26 JULY 1925),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/904
"TRETHEWEY, ROBERT HUGH  ",17 OCTOBER 1902,31 MAY 1989),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1612
"TREWIN, THOMAS CAMPION  ",09 OCTOBER 1914,14 JULY 1992),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1616
"TREZISE, NEIL BENJAMIN  ",08 FEBRUARY 1931,20 AUGUST 2006),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1617
"TREZISE, IAN DOUGLAS  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/347
"TRIPOVICH, JOHN MATTHEW  ",16 DECEMBER 1907,06 AUGUST 1976),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1618
"TRUONG, HUONG  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/128
"TUCKER, ROBERT BRAITHWAITE  ",1821,04 JUNE 1884),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/907
"TUCKER, ALBERT EDWIN ELWORTHY LEE  ",16 MARCH 1843,08 MAY 1902),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/905
"TUCKER, JOHN BENJAMIN  ",1844,11 JANUARY 1926),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/906
"TUCKETT, GEORGE JOSEPH  ",29 OCTOBER 1873,19 NOVEMBER 1963),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1619
"TUNNECLIFFE, THOMAS  ",13 JULY 1869,02 FEBRUARY 1948),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1620
"TURNBULL, ROBERT  ",24 MARCH 1819,21 NOVEMBER 1872),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/908
"TURNBULL, KEITH HECTOR  ",28 DECEMBER 1907,04 SEPTEMBER 1978),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1070
"TURNBULL, CAMPBELL  ",02 OCTOBER 1898,18 APRIL 1977),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1621
"TURNER, JOHN  ",03 JANUARY 1839,22 MAY 1916),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/911
"TURNER, GEORGE  ",08 AUGUST 1851,13 AUGUST 1916),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/909
"TURNER, GEORGE JAMES  ",UNKNOWN,03 JULY 1928),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/910
"TURNER, MAXWELL JOHN  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/140
"TUTHILL, FERGUSON HENDLEY  ",15 FEBRUARY 1846,13 JUNE 1924),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/912
"TYACK, LESLIE  ",17 DECEMBER 1899,19 MAY 1970),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1622
"TYNER, WILLIAM  ",28 MAY 1872,07 NOVEMBER 1954),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1603
"TYTHERLEIGH, WILLIAM  ",26 MAY 1844,25 FEBRUARY 1908),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/913
"UREN, WILLIAM HENRY  ",1848,16 JANUARY 1911),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/914
"URQUHART, GEORGE ALEXANDER  ",20 JUNE 1804,19 AUGUST 1886),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/915
"VALE, WILLIAM MOUNTFORD KINSEY  ",10 AUGUST 1833,23 OCTOBER 1895),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/917
"VALE, RICHARD TAYLOR  ",30 AUGUST 1836,18 JUNE 1916),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/916
"VALE, ROY MOUNTFORD   ",19 SEPTEMBER 1912,10 SEPTEMBER 1977),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1623
"VAN BUREN, CHARLES FREDERICK   ",20 JUNE 1936,11 SEPTEMBER 2006),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/137
"VAN VLIET, ANTHONY  ",22 OCTOBER 1933,16 OCTOBER 1982),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1624
"VARTY, ROSEMARY  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/160
"VARY, SAMUEL WESLEY  ",01 FEBRUARY 1840,07 OCTOBER 1930),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1604
"VAUGHAN, CHARLES  ",25 MARCH 1811,18 JUNE 1864),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/918
"VAUGHAN, GERARD MARSHALL  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1625
"VERDON, GEORGE FREDERICK  ",21 JANUARY 1834,13 SEPTEMBER 1896),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/919
"VICTORIA, HEIDI  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/68
"VINEY, MATTHEW SHAW  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/349
"VOGELS, JOHN ADRIAN  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/348
"WADE, JAN LOUISE MURRAY  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/178
"WALES,  GEORGE  ",11 OCTOBER 1885,31 MAY 1962),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1626
"WALKER, ROBERT  ",02 MAY 1837,10 FEBRUARY 1926),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/920
"WALKER, WILLIAM FROGGATT  ",1840,23 JANUARY 1890),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/921
"WALKER, EVAN HERBERT  ",11 OCTOBER 1935,16 FEBRUARY 2015),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1627
"WALL, JEREMIAH  ",01 MAY 1855,24 JUNE 1938),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1628
"WALLACE, JOHN ALSTON  ",15 DECEMBER 1824,17 OCTOBER 1901),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/923
"WALLACE, PETER BROWN  ",1831,23 MAY 1886),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/924
"WALLACE, DONALD SMITH  ",10 AUGUST 1844,27 MAY 1900),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/922
"WALLACE, WILLIAM HENRY  ",23 FEBRUARY 1865,18 AUGUST 1936),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1631
"WALLACE, ARTHUR KNIGHT  ",25 DECEMBER 1879,21 AUGUST 1952),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1629
"WALLACE, THOMAS WILLIAM  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1630
"WALLACE-DUNLOP, ALEXANDER CUNNINGHAM FAIRLIE  ",16 JUNE 1809,21 JUNE 1852),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/472
"WALPOLE, DOUGLAS THOMPSON  ",21 AUGUST 1942,15 MARCH 2020),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/161
"WALSH, FREDERICK  ",09 AUGUST 1831,12 JANUARY 1905),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/925
"WALSH, HENRY SALLOWS  ",1804,08 JULY 1877),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/926
"WALSH, ROBERT  ",08 OCTOBER 1824,24 AUGUST 1899),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/927
"WALSH, RONALD WILLIAM   ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1633
"WALTER, ARTHUR LEWIS NATHAN  ",27 SEPTEMBER 1873,22 APRIL 1951),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1632
"WALTERS, DUDLEY JOSEPH  ",20 SEPTEMBER 1888,02 AUGUST 1982),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1071
"WALTON, JOHN MALCOLM  ",24 JUNE 1927,31 AUGUST 1994),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1634
"WANLISS, THOMAS DRUMMOND  ",16 JULY 1830,19 APRIL 1923),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/274
"WARD,  ROY  ",09 DECEMBER 1923,19 DECEMBER 2006),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1635
"WARDE, EDWARD COUGHLAN  ",1862,10 NOVEMBER 1925),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1607
"WARDROP, ARCHIBALD BAIRD  ",01 JANUARY 1828,04 JANUARY 1887),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/928
"WARE, JEREMIAH GEORGE  ",21 JULY 1818,22 OCTOBER 1859),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/929
"WARNER, ARTHUR GEORGE  ",31 JULY 1899,03 APRIL 1966),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1637
"WATKINS, WILLIAM  ",19 MARCH 1820,10 MAY 1886),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/930
