name,page,electorate,from_to,died
"CHAPMAN, Yvonne Ann",https://www.parliament.qld.gov.au/members/former/bio?id=2108685752,Pine Rivers,22 Oct 1983 - 2 Dec 1989,
"CHATAWAY, James Vincent",https://www.parliament.qld.gov.au/members/former/bio?id=4236837528,Mackay,29 Apr 1893 - 12 Apr 1901,12 April 1901
"CHINCHEN, Geoffrey Talbot, MBE",https://www.parliament.qld.gov.au/members/former/bio?id=2498150977,Mount Gravatt,1 Jun 1963 - 12 Nov 1977,17 July 2005
"CHOAT, Sean Kenneth",https://www.parliament.qld.gov.au/members/former/bio?id=4195586448,Ipswich West,24 Mar 2012 - 30 Jan 2015,
"CHOI, Michael Wai-Man",https://www.parliament.qld.gov.au/members/former/bio?id=2564782616,Capalaba,17 Feb 2001 - 23 Mar 2012,
"CHUBB, Charles Edward",https://www.parliament.qld.gov.au/members/former/bio?id=1950624826,Bowen,18 Jan 1883 - 19 May 1888,27 February 1930
"CLARK, Charles Henry George Carr",https://www.parliament.qld.gov.au/members/former/bio?id=98295509,Warwick,21 Jul 1871 - 4 Nov 1873,16 September 1896
"CLARK, Elizabeth Anne",https://www.parliament.qld.gov.au/members/former/bio?id=97673287,Clayfield,17 Feb 2001 - 9 Sep 2006,
"CLARK, George John Edwin",https://www.parliament.qld.gov.au/members/former/bio?id=3061981792,Warwick,26 Jun 1867 - 23 Sep 1868,6 February 1907
"CLARK, James",https://www.parliament.qld.gov.au/members/former/bio?id=386742414,Fitzroy,11 May 1935 - 28 May 1960,22 November 1963
"CLARK, Dr Lesley Ann",https://www.parliament.qld.gov.au/members/former/bio?id=2701157592,Barron River,2 Dec 1989 - 9 Sep 2006,
"CLAUSON, Paul John",https://www.parliament.qld.gov.au/members/former/bio?id=2190774023,Redlands,2 Nov 1985 - 2 Dec 1989,
"CLAYTON, Ernest Henry Collet",https://www.parliament.qld.gov.au/members/former/bio?id=3805554534,Wide Bay,9 Oct 1920 - 30 Dec 1946,30 December 1946
"CLEWETT, Felix",https://www.parliament.qld.gov.au/members/former/bio?id=3614803944,Legislative Council,30 Jul 1890 - 13 Feb 1913,13 February 1913
"COBURN, Arthur",https://www.parliament.qld.gov.au/members/former/bio?id=958677903,Burdekin,29 Apr 1950 - 17 May 1969,29 August 1969
"COLBORNE, William Parry",https://www.parliament.qld.gov.au/members/former/bio?id=973609259,Legislative Council,19 Feb 1920 - 23 Mar 1922,8 July 1945
"COLLINGS, Joseph Silver",https://www.parliament.qld.gov.au/members/former/bio?id=870346763,Legislative Council,19 Feb 1920 - 23 Mar 1922,20 June 1955
"COLLINS, Charles",https://www.parliament.qld.gov.au/members/former/bio?id=3126566499,"Bowen, Burke",2 Oct 1909 - 28 Mar 1936,28 March 1936
"COLLINS, Hon Harold Henry",https://www.parliament.qld.gov.au/members/former/bio?id=151595254,"Cook, Tablelands",11 May 1935 - 3 Aug 1957,12 July 1962
"COLLINS, Robert Martin",https://www.parliament.qld.gov.au/members/former/bio?id=3763175024,"Albert, Legislative Council",21 Mar 1896 - 18 Aug 1913,18 August 1913
"COMBEN, Hon Patrick",https://www.parliament.qld.gov.au/members/former/bio?id=3846611370,"Kedron, Windsor",22 Oct 1983 - 15 Jul 1995,
"COMPIGNE, Alfred William",https://www.parliament.qld.gov.au/members/former/bio?id=3721397963,Legislative Council,1 May 1860 - 23 Apr 1864,4 July 1909
"CONNOLLY, Judge Peter David, CBE",https://www.parliament.qld.gov.au/members/former/bio?id=3461085512,Kurilpa,3 Aug 1957 - 28 May 1960,2 May 2009
"CONNOR, Raymond Thomas",https://www.parliament.qld.gov.au/members/former/bio?id=3068144790,Nerang,2 Dec 1989 - 17 Feb 2001,
"CONROY, Charles William",https://www.parliament.qld.gov.au/members/former/bio?id=130086330,Maranoa,9 Oct 1920 - 14 Apr 1944,28 July 1944
"COOMBER, Trevor McDougall",https://www.parliament.qld.gov.au/members/former/bio?id=3518065030,Currumbin,2 Dec 1989 - 19 Sep 1992,
"COOPER, Arthur Charles",https://www.parliament.qld.gov.au/members/former/bio?id=1677944597,Mitchell,11 Mar 1902 - 14 Apr 1905,1 October 1921
"COOPER, Hon Frank Arthur",https://www.parliament.qld.gov.au/members/former/bio?id=1656743636,Bremer,22 May 1915 - 12 Mar 1946,30 November 1949
"COOPER, Frederick Augustus",https://www.parliament.qld.gov.au/members/former/bio?id=2651937153,Cook,5 Dec 1878 - 4 Mar 1884,12 November 1908
"COOPER, Sir Pope Alexander",https://www.parliament.qld.gov.au/members/former/bio?id=931005932,Bowen,24 Jan 1881 - 5 Jan 1883,23 August 1923
"COOPER, Hon Theo Russell",https://www.parliament.qld.gov.au/members/former/bio?id=774054135,"Crows Nest, Roma",22 Oct 1983 - 17 Feb 2001,
"COOPER, Vivian Joseph Northcote",https://www.parliament.qld.gov.au/members/former/bio?id=3390760139,Keppel,25 Oct 1952 - 3 Aug 1957,10 September 2000
"COOPER, William",https://www.parliament.qld.gov.au/members/former/bio?id=3857824301,Rosewood,16 Mar 1918 - 11 May 1929,29 November 1957
"COPELAND, Stuart William",https://www.parliament.qld.gov.au/members/former/bio?id=2640283199,Cunningham,17 Feb 2001 - 20 Mar 2009,
"COPLEY, Patrick Kerry",https://www.parliament.qld.gov.au/members/former/bio?id=2222514681,Kurilpa,11 Jun 1932 - 18 Jul 1949,18 July 1949
"COPLEY, William John",https://www.parliament.qld.gov.au/members/former/bio?id=2636001238,Bulimba,11 Jun 1932 - 2 Apr 1938,21 April 1975
"CORFIELD, William Henry",https://www.parliament.qld.gov.au/members/former/bio?id=1168410196,Gregory,28 Apr 1888 - 25 Mar 1899,1 September 1927
"CORSER, Bernard Henry",https://www.parliament.qld.gov.au/members/former/bio?id=3855359427,Burnett,27 Apr 1912 - 16 Aug 1928,15 December 1967
"CORSER, Edward Bernard Cresset",https://www.parliament.qld.gov.au/members/former/bio?id=3915636285,Maryborough,12 Oct 1909 - 22 May 1915,31 July 1928
"CORY, David Wheatcroft",https://www.parliament.qld.gov.au/members/former/bio?id=2775317146,Warwick,19 Oct 1963 - 12 Nov 1977,
"COSTELLO, Edward",https://www.parliament.qld.gov.au/members/former/bio?id=3506335614,Carnarvon,9 Oct 1920 - 11 May 1935,27 June 1967
"COTTELL, Richard John",https://www.parliament.qld.gov.au/members/former/bio?id=1806767058,Toowong,5 Feb 1908 - 30 Aug 1911,30 August 1911
"COURTICE, Frederick",https://www.parliament.qld.gov.au/members/former/bio?id=3905619883,Legislative Council,12 Oct 1917 - 23 Mar 1922,18 February 1956
"COWAP, Henri",https://www.parliament.qld.gov.au/members/former/bio?id=1791238447,Fitzroy,11 Mar 1902 - 2 Oct 1909,21 October 1930
"COWLEY, Sir Alfred Sandlings",https://www.parliament.qld.gov.au/members/former/bio?id=2521955255,Herbert,12 May 1888 - 18 May 1907,1 December 1926
"COWLISHAW, James",https://www.parliament.qld.gov.au/members/former/bio?id=1193400476,Legislative Council,18 Apr 1878 - 23 Mar 1922,25 July 1929
"COX, Samuel Victor",https://www.parliament.qld.gov.au/members/former/bio?id=196200710,Thuringowa,24 Mar 2012 - 30 Jan 2015,
"COXEN, Charles",https://www.parliament.qld.gov.au/members/former/bio?id=3589157237,Northern Downs,4 May 1860 - 1 Jul 1867,17 May 1876
"COYNE, John Henry",https://www.parliament.qld.gov.au/members/former/bio?id=2616125920,Warrego,5 Feb 1908 - 31 Jul 1923,12 June 1926
"CRAMP, Mr Sidney Ernest",https://www.parliament.qld.gov.au/members/former/bio?id=493531262,Gaven,31 Jan 2015 - 24 Nov 2017,
"CRAMPTON, Walter Russell",https://www.parliament.qld.gov.au/members/former/bio?id=210919834,Legislative Council,10 Oct 1917 - 23 Mar 1922,20 October 1938
"CRAWFORD, Dr Arthur Pinkerton",https://www.parliament.qld.gov.au/members/former/bio?id=271953063,Wavell,17 May 1969 - 12 Nov 1977,19 June 1995
"CRAWFORD, James",https://www.parliament.qld.gov.au/members/former/bio?id=3651478056,"Fitzroy, Mount Morgan",2 Oct 1909 - 22 May 1915,28 December 1916
"CREAGH, Cornelius Vincent",https://www.parliament.qld.gov.au/members/former/bio?id=1832343607,Croydon,18 May 1907 - 5 Feb 1908,14 April 1909
"CRIBB, Benjamin",https://www.parliament.qld.gov.au/members/former/bio?id=414960037,"Ipswich, West Moreton",26 Apr 1861 - 14 Nov 1873,11 March 1874
"CRIBB, James Clarke",https://www.parliament.qld.gov.au/members/former/bio?id=2411474306,"Bremer, Bundamba, Rosewood",6 May 1893 - 22 May 1915,23 May 1926
"CRIBB, Robert",https://www.parliament.qld.gov.au/members/former/bio?id=3641244401,"East Moreton, Town Of Brisbane",8 Dec 1860 - 1 Jul 1867,16 April 1893
"CRIBB, Thomas Bridson",https://www.parliament.qld.gov.au/members/former/bio?id=3452516829,"Ipswich, Legislative Council",23 May 1893 - 4 Sep 1913,4 September 1913
"CRIPPS, Andrew Peter",https://www.parliament.qld.gov.au/members/former/bio?id=22620166,Hinchinbrook,9 Sep 2006 - 24 Nov 2017,
"CROFT, Peta-Kaye",https://www.parliament.qld.gov.au/members/former/bio?id=4160609482,Broadwater,17 Feb 2001 - 23 Mar 2012,
"CROMBIE, James",https://www.parliament.qld.gov.au/members/former/bio?id=1157775496,"Mitchell, Warrego",28 Apr 1888 - 17 Sep 1898,17 September 1898
"CROSS, John Michael",https://www.parliament.qld.gov.au/members/former/bio?id=3873634611,Clermont,6 May 1893 - 11 Mar 1899,12 April 1934
"CROWLEY, Thomas Martin",https://www.parliament.qld.gov.au/members/former/bio?id=33841236,Cairns,3 May 1947 - 19 May 1956,18 October 1965
"CUMMINS, Christopher Paul",https://www.parliament.qld.gov.au/members/former/bio?id=372215547,Kawana,17 Feb 2001 - 9 Sep 2006,
"CUNNINGHAM, Elizabeth Anne",https://www.parliament.qld.gov.au/members/former/bio?id=3225029956,Gladstone,15 Jul 1995 - 30 Jan 2015,
"CUNNINGHAM, Hon Junita Irene",https://www.parliament.qld.gov.au/members/former/bio?id=1580843532,Bundaberg,13 Jun 1998 - 14 Aug 2006,6 February 2015
"CURTIS, George Silas",https://www.parliament.qld.gov.au/members/former/bio?id=1241423957,"Legislative Council, Rockhampton",13 May 1893 - 23 Mar 1922,6 October 1922
"DALGLEISH, David Bruce",https://www.parliament.qld.gov.au/members/former/bio?id=1430255699,Hervey Bay,13 Jun 1998 - 17 Feb 2001,
"DALRYMPLE, David Hay",https://www.parliament.qld.gov.au/members/former/bio?id=1933380671,Mackay,5 May 1888 - 27 Aug 1904,1 September 1912
"DALRYMPLE, George Augustus Frederick Elphinstone",https://www.parliament.qld.gov.au/members/former/bio?id=4229027476,Kennedy,18 Mar 1865 - 19 Jul 1867,22 January 1876
"DANIEL, David John Marlais",https://www.parliament.qld.gov.au/members/former/bio?id=4267097931,Keppel,4 Apr 1936 - 15 Apr 1944,5 February 1962
"DANIEL, Owen",https://www.parliament.qld.gov.au/members/former/bio?id=4245326316,Keppel,11 May 1929 - 5 Jan 1936,5 January 1936
"DANIELS, Henry John",https://www.parliament.qld.gov.au/members/former/bio?id=4139346923,Cambooya,6 May 1893 - 18 Mar 1899,13 June 1934
"D'ARCY, William Theodore",https://www.parliament.qld.gov.au/members/former/bio?id=4233626910,"Albert, Woodridge",27 May 1972 - 9 Jan 2000,
"DARLING, Vicky Elizabeth",https://www.parliament.qld.gov.au/members/former/bio?id=3697526561,Sandgate,9 Sep 2006 - 23 Mar 2012,
"DART, William Logan",https://www.parliament.qld.gov.au/members/former/bio?id=286969546,Wynnum,2 Apr 1938 - 15 Apr 1944,17 January 1969
"DASH, Hon John",https://www.parliament.qld.gov.au/members/former/bio?id=881245955,Mundingburra,9 Oct 1920 - 15 Apr 1944,1 January 1952
"DAVENPORT, George Henry",https://www.parliament.qld.gov.au/members/former/bio?id=4132745019,Drayton & Toowoomba,15 Nov 1878 - 1 Jan 1881,1 January 1881
"DAVEY, Alfred Allen",https://www.parliament.qld.gov.au/members/former/bio?id=3265587086,Legislative Council,12 Jul 1906 - 23 Mar 1922,27 June 1941
"DAVIDSON, Bruce William",https://www.parliament.qld.gov.au/members/former/bio?id=1887553263,Noosa,19 Sep 1992 - 17 Feb 2001,
"DAVIES, Horace Jason",https://www.parliament.qld.gov.au/members/former/bio?id=1803046507,Maryborough,28 Nov 1953 - 4 Jun 1971,4 June 1971
"DAVIES, Kenneth Henry",https://www.parliament.qld.gov.au/members/former/bio?id=904057485,"Mundingburra, Townsville",2 Dec 1989 - 8 Dec 1995,
"DAVIES, Stephen William",https://www.parliament.qld.gov.au/members/former/bio?id=3355218705,Capalaba,24 Mar 2012 - 30 Jan 2015,
"DAVIS, Brian John",https://www.parliament.qld.gov.au/members/former/bio?id=2382845654,"Brisbane Central, Brisbane",17 May 1969 - 2 Dec 1989,31 August 2018
"DAVIS, Dr Christopher Karl",https://www.parliament.qld.gov.au/members/former/bio?id=1685575080,Stafford,24 Mar 2012 - 23 May 2014,
"DAVIS, Edward William",https://www.parliament.qld.gov.au/members/former/bio?id=4006858196,Barcoo,1 May 1943 - 10 Apr 1961,10 April 1961
"DAVIS, Sydney Beavan",https://www.parliament.qld.gov.au/members/former/bio?id=1632037439,Clermont,18 Mar 1865 - 18 Aug 1866,27 June 1884
"DAVIS, Tracy Ellen",https://www.parliament.qld.gov.au/members/former/bio?id=2778777481,Aspley,21 Mar 2009 - 24 Nov 2017,
"DAWSON, Anderson",https://www.parliament.qld.gov.au/members/former/bio?id=3085620898,Charters Towers,13 May 1893 - 11 Jun 1901,20 July 1910
"DE LACY, Hon Keith Ernest, AM",https://www.parliament.qld.gov.au/members/former/bio?id=2092775322,Cairns,22 Oct 1983 - 13 Jun 1998,
"DE SATGE, Oscar John",https://www.parliament.qld.gov.au/members/former/bio?id=206429479,"Clermont, Mitchell, Normanby",4 Mar 1869 - 5 Apr 1882,26 September 1906
"DEACON, William Arthur",https://www.parliament.qld.gov.au/members/former/bio?id=3318525722,Cunningham,9 Oct 1920 - 25 Dec 1943,25 December 1943
"DEAN, Harold",https://www.parliament.qld.gov.au/members/former/bio?id=3727054503,Sandgate,28 May 1960 - 12 Nov 1977,28 February 1997
"DEANE, John Horace",https://www.parliament.qld.gov.au/members/former/bio?id=47988390,"Legislative Council, Townsville",28 Nov 1878 - 27 Oct 1913,27 October 1913
"DECKER, Eric Paul",https://www.parliament.qld.gov.au/members/former/bio?id=538277968,Sandgate,29 Mar 1941 - 7 Mar 1953,7 July 1970
"DEERAL, Eric",https://www.parliament.qld.gov.au/members/former/bio?id=3167328347,Cook,7 Dec 1974 - 12 Nov 1977,5 September 2012
"DELAMOTHE, Hon Sir Peter Roylance, OBE",https://www.parliament.qld.gov.au/members/former/bio?id=4238501209,Bowen,28 May 1960 - 19 Dec 1971,26 October 1973
"DEMAINE, William Halliwell",https://www.parliament.qld.gov.au/members/former/bio?id=629289466,"Legislative Council, Maryborough",10 Oct 1917 - 2 Apr 1938,18 August 1939
"DEMPSEY, John Mark",https://www.parliament.qld.gov.au/members/former/bio?id=1806120668,Bundaberg,9 Sep 2006 - 30 Jan 2015,
"DENHAM, Digby Frank",https://www.parliament.qld.gov.au/members/former/bio?id=2914597565,Oxley,3 Jul 1902 - 22 May 1915,10 May 1944
"DEVRIES, George Henry",https://www.parliament.qld.gov.au/members/former/bio?id=2600625578,Gregory,29 Mar 1941 - 13 Jul 1957,13 July 1957
"DEWAR, Alexander Tattenhall",https://www.parliament.qld.gov.au/members/former/bio?id=514302048,"Chermside, Wavell",29 Apr 1950 - 17 May 1969,7 January 1995
"DIBLEY, Thomas",https://www.parliament.qld.gov.au/members/former/bio?id=2103083139,Wooloongabba,28 Mar 1896 - 18 May 1907,31 May 1912
"DICKSON, Sir James Robert",https://www.parliament.qld.gov.au/members/former/bio?id=2362175774,"Bulimba, Enoggera",28 Nov 1873 - 10 Jan 1900,10 January 1901
"DICKSON, Steven Lance",https://www.parliament.qld.gov.au/members/former/bio?id=3758654333,"Buderim, Kawana",9 Sep 2006 - 24 Nov 2017,
"DILLAWAY, Aaron Stuart",https://www.parliament.qld.gov.au/members/former/bio?id=3554170544,Bulimba,24 Mar 2012 - 30 Jan 2015,
"DIPLOCK, Leslie Frank",https://www.parliament.qld.gov.au/members/former/bio?id=2994522980,"Aubigny, Condamine",7 Mar 1953 - 27 May 1972,6 November 1983
"DITTMER, Dr Felix Cyril Sigismund",https://www.parliament.qld.gov.au/members/former/bio?id=3910707965,Mount Gravatt,29 Apr 1950 - 3 Aug 1957,29 August 1977
"DOHRING, Alfred",https://www.parliament.qld.gov.au/members/former/bio?id=197118851,Roma,7 Mar 1953 - 3 Aug 1957,13 July 1982
"DOLLIN, Robert Henry",https://www.parliament.qld.gov.au/members/former/bio?id=3004151501,Maryborough,2 Dec 1989 - 13 Jun 1998,
"DONALD, James",https://www.parliament.qld.gov.au/members/former/bio?id=2396249515,"Bremer, Ipswich East",25 May 1946 - 17 May 1969,4 May 1976
"DONALDSON, John",https://www.parliament.qld.gov.au/members/former/bio?id=948078320,"Bulloo, Logan, Warrego",5 Oct 1883 - 25 Jul 1896,25 July 1896
"DONALDSON, Leanne Elizabeth",https://www.parliament.qld.gov.au/members/former/bio?id=3840759500,Bundaberg,31 Jan 2015 - 24 Nov 2017,
"DONNELLY, John Burton",https://www.parliament.qld.gov.au/members/former/bio?id=416572470,Wynnum,11 May 1935 - 2 Apr 1938,30 June 1956
"DONOVAN, Jeremiah Francis",https://www.parliament.qld.gov.au/members/former/bio?id=2925645181,Legislative Council,19 Feb 1920 - 23 Mar 1922,12 December 1949
"DONOVAN, Timothy John",https://www.parliament.qld.gov.au/members/former/bio?id=3282980087,Legislative Council,19 Feb 1920 - 23 Mar 1922,27 August 1939
"DOUGLAS, Dr Alexander Rodney",https://www.parliament.qld.gov.au/members/former/bio?id=1779039553,Gaven,1 Apr 2006 - 30 Jan 2015,
"DOUGLAS, Henry Alexander Cecil",https://www.parliament.qld.gov.au/members/former/bio?id=1443834801,Cook,18 May 1907 - 22 May 1915,30 August 1952
"DOUGLAS, John",https://www.parliament.qld.gov.au/members/former/bio?id=3719963827,"East Moreton, Eastern Downs, Legislative Council, Maryborough, Port Curtis",30 May 1863 - 24 Nov 1880,23 July 1904
"DOUMANY, Hon Samuel Sydney",https://www.parliament.qld.gov.au/members/former/bio?id=1094769728,Kurilpa,7 Dec 1974 - 22 Oct 1983,
"DOWLING, Peter James",https://www.parliament.qld.gov.au/members/former/bio?id=3101894832,Redlands,21 Mar 2009 - 30 Jan 2015,
"DRAKE, James George",https://www.parliament.qld.gov.au/members/former/bio?id=3561246809,"Enoggera, Legislative Council",12 May 1888 - 1 Feb 1901,1 August 1941
"DRISCOLL, Scott Nicolaus",https://www.parliament.qld.gov.au/members/former/bio?id=2328255826,Redcliffe,24 Mar 2012 - 19 Nov 2013,
"DUFFICY, John Joseph",https://www.parliament.qld.gov.au/members/former/bio?id=724910821,Warrego,3 Mar 1951 - 17 May 1969,6 November 1969
"DUFFY, George Alfred",https://www.parliament.qld.gov.au/members/former/bio?id=2156606368,Eacham,11 May 1929 - 23 Mar 1932,1 April 1941
"DUFFY, Michael",https://www.parliament.qld.gov.au/members/former/bio?id=2960533745,Bundaberg,6 May 1893 - 21 Mar 1896,4 February 1926
"DUGGAN, John Edmund, OAM",https://www.parliament.qld.gov.au/members/former/bio?id=793701391,"Toowoomba North, Toowoomba West, Toowoomba",14 Dec 1935 - 17 May 1969,19 June 1993
"DUNLOP, Thomas Alberto",https://www.parliament.qld.gov.au/members/former/bio?id=2582624952,Rockhampton,11 May 1929 - 11 Jun 1932,25 January 1956
"DUNN, Andrew",https://www.parliament.qld.gov.au/members/former/bio?id=4183474051,Legislative Council,3 Jul 1914 - 23 Mar 1922,29 April 1934
"DUNSFORD, John Henry",https://www.parliament.qld.gov.au/members/former/bio?id=2574398515,Charters Towers,13 May 1893 - 15 Sep 1905,15 September 1905
"DUNSMURE, Robert",https://www.parliament.qld.gov.au/members/former/bio?id=3565638365,Maranoa,12 May 1888 - 13 May 1893,4 August 1894
"DUNSTAN, Thomas",https://www.parliament.qld.gov.au/members/former/bio?id=2320501124,"Gympie, Nash",22 May 1915 - 7 Mar 1953,19 June 1954
"DUNSTAN, William John",https://www.parliament.qld.gov.au/members/former/bio?id=3974670255,Legislative Council,19 Feb 1920 - 23 Mar 1922,13 September 1930
"DUNWORTH, David Anthony",https://www.parliament.qld.gov.au/members/former/bio?id=3961166599,Sherwood,28 Jul 1990 - 19 Sep 1992,
"DUTTON, Charles Boydell",https://www.parliament.qld.gov.au/members/former/bio?id=125473574,Leichhardt,23 Aug 1883 - 5 May 1888,5 February 1904
"EASTMENT, Leonard",https://www.parliament.qld.gov.au/members/former/bio?id=474665054,Ithaca,5 Apr 1952 - 29 Jul 1956,29 July 1956
"EATON, Andrew George",https://www.parliament.qld.gov.au/members/former/bio?id=3286247306,Mourilyan,29 Nov 1980 - 19 Sep 1992,22 May 2011
"EDMOND, Hon Wendy Marjorie",https://www.parliament.qld.gov.au/members/former/bio?id=2589793121,Mount Coot-tha,2 Dec 1989 - 7 Feb 2004,
"EDMONDSTONE, George",https://www.parliament.qld.gov.au/members/former/bio?id=3401201831,"Brisbane, East Moreton, Legislative Council, Wickham",7 May 1860 - 23 Feb 1883,23 February 1883
"EDWARDS, James Braidwood",https://www.parliament.qld.gov.au/members/former/bio?id=3215852014,Nanango,9 Oct 1920 - 3 May 1947,9 July 1952
"EDWARDS, John",https://www.parliament.qld.gov.au/members/former/bio?id=754894527,Burnett,24 Jun 1863 - 15 Apr 1865,25 November 1872
"EDWARDS, Hon Sir Llewellyn Roy, AC",https://www.parliament.qld.gov.au/members/former/bio?id=452979984,Ipswich,27 May 1972 - 22 Oct 1983,
"ELDER, Hon James Peter",https://www.parliament.qld.gov.au/members/former/bio?id=4257600903,"Capalaba, Manly",2 Dec 1989 - 17 Feb 2001,
"ELIOTT, Gilbert, CMG",https://www.parliament.qld.gov.au/members/former/bio?id=352354955,"Legislative Council, Wide Bay",4 May 1860 - 30 Jun 1871,30 June 1871
"ELLIOTT, Jannion Anthony",https://www.parliament.qld.gov.au/members/former/bio?id=1075808180,Cunningham,7 Dec 1974 - 17 Feb 2001,
"ELMES, Glen Wayne",https://www.parliament.qld.gov.au/members/former/bio?id=4062396483,Noosa,9 Sep 2006 - 24 Nov 2017,
"ELPHINSTONE, Augustus Cecil",https://www.parliament.qld.gov.au/members/former/bio?id=2380979622,Oxley,16 Mar 1918 - 11 May 1929,24 March 1964
"EMERSON, Scott Anthony",https://www.parliament.qld.gov.au/members/former/bio?id=3216778535,Indooroopilly,21 Mar 2009 - 24 Nov 2017,
"ENGLISH, Charles Bernard",https://www.parliament.qld.gov.au/members/former/bio?id=3186483561,Mulgrave,7 Mar 1953 - 3 Aug 1957,5 August 1974
"ENGLISH, John Michael",https://www.parliament.qld.gov.au/members/former/bio?id=2517952914,Redlands,17 Feb 2001 - 20 Mar 2009,
"EVANS, Ernest",https://www.parliament.qld.gov.au/members/former/bio?id=3532712490,Mirani,3 May 1947 - 28 Feb 1965,28 February 1965
"EWAN, William Manson",https://www.parliament.qld.gov.au/members/former/bio?id=1416428347,Roma,29 Apr 1950 - 14 Mar 1967,14 March 1967
"FADDEN, Sir Arthur William",https://www.parliament.qld.gov.au/members/former/bio?id=2956624858,Kennedy,11 Jun 1932 - 11 May 1935,21 April 1973
"FAHEY, Bartley",https://www.parliament.qld.gov.au/members/former/bio?id=1781847256,Legislative Council,5 May 1904 - 9 Aug 1920,9 August 1920
"FARRELL, David John",https://www.parliament.qld.gov.au/members/former/bio?id=1869854016,Maryborough,2 Apr 1938 - 17 Aug 1953,17 August 1953
"FARRELL, George Pritchard",https://www.parliament.qld.gov.au/members/former/bio?id=783596744,Rockhampton,17 Feb 1923 - 11 May 1929,25 July 1966
"FEEZ, Albrecht",https://www.parliament.qld.gov.au/members/former/bio?id=612224134,Leichhardt,6 May 1880 - 23 Aug 1883,25 July 1905
"FELDMAN, William Patrick",https://www.parliament.qld.gov.au/members/former/bio?id=3696662755,Caboolture,13 Jun 1998 - 17 Feb 2001,
"FENLON, Gary Bernard",https://www.parliament.qld.gov.au/members/former/bio?id=608030528,Greenslopes,2 Dec 1989 - 20 Mar 2009,
"FERGUSON, John",https://www.parliament.qld.gov.au/members/former/bio?id=1982584365,"Legislative Council, Rockhampton",8 Oct 1881 - 30 Mar 1906,30 March 1906
"FERRETT, John",https://www.parliament.qld.gov.au/members/former/bio?id=1872175341,"Maranoa, West Moreton",4 May 1860 - 18 Nov 1873,4 June 1894
"FERRICKS, Myles Aloysius",https://www.parliament.qld.gov.au/members/former/bio?id=3720027357,"Bowen, South Brisbane",2 Oct 1909 - 11 May 1929,20 August 1932
"FIHELLY, Hon John Arthur",https://www.parliament.qld.gov.au/members/former/bio?id=2186961562,Paddington,27 Apr 1912 - 8 Feb 1922,2 March 1945
"FINLAYSON, William Fyfe",https://www.parliament.qld.gov.au/members/former/bio?id=2021024215,Legislative Council,19 Feb 1920 - 23 Mar 1922,13 January 1955
"FINN, Simon David",https://www.parliament.qld.gov.au/members/former/bio?id=4084492209,Yeerongpilly,7 Feb 2004 - 23 Mar 2012,
"FINNEY, Thomas",https://www.parliament.qld.gov.au/members/former/bio?id=2006432948,Toowong,21 Mar 1896 - 13 Nov 1900,16 December 1903
"FISHER, Andrew",https://www.parliament.qld.gov.au/members/former/bio?id=1597624401,Gympie,29 Apr 1893 - 9 May 1901,22 October 1928
"FITZ, Henry Bates",https://www.parliament.qld.gov.au/members/former/bio?id=2839529633,Legislative Council,23 May 1860 - 13 Jul 1876,29 December 1880
"FITZGERALD, Charles Borromeo",https://www.parliament.qld.gov.au/members/former/bio?id=1769711711,Mitchell,4 Apr 1896 - 11 Mar 1902,10 February 1913
"FITZGERALD, Thomas Henry",https://www.parliament.qld.gov.au/members/former/bio?id=4102115840,"Bowen, Kennedy, Rockhampton",27 Jun 1867 - 5 May 1875,10 November 1888
"FITZGERALD, Andrew Anthony",https://www.parliament.qld.gov.au/members/former/bio?id=2563397600,Lockyer,29 Nov 1980 - 13 Jun 1998,
"FITZSIMMONS, Charles",https://www.parliament.qld.gov.au/members/former/bio?id=2984224700,"Clermont, Port Curtis, Rockhampton",4 May 1860 - 11 May 1868,24 February 1876
"FLEGG, Dr Bruce",https://www.parliament.qld.gov.au/members/former/bio?id=305018596,Moggill,7 Feb 2004 - 30 Jan 2015,
"FLEMING, Joseph",https://www.parliament.qld.gov.au/members/former/bio?id=2042567882,West Moreton,9 Jul 1860 - 2 Jul 1867,23 September 1891
"FLETCHER, Hon Sir Alan Roy",https://www.parliament.qld.gov.au/members/former/bio?id=2060144479,Cunningham,7 Mar 1953 - 7 Dec 1974,7 October 1991
"FLETCHER, John William OBE",https://www.parliament.qld.gov.au/members/former/bio?id=3443871018,Port Curtis,9 Oct 1920 - 12 May 1923,13 March 1965
"FLYNN, Dr John Gerard",https://www.parliament.qld.gov.au/members/former/bio?id=4213455041,Toowoomba North,2 Dec 1989 - 19 Sep 1992,
"FLYNN, William Bond Ingpen",https://www.parliament.qld.gov.au/members/former/bio?id=3852370244,Lockyer,17 Feb 2001 - 6 Feb 2004,23 April 2011
"FOGARTY, John",https://www.parliament.qld.gov.au/members/former/bio?id=253011724,Drayton & Toowoomba,6 May 1893 - 9 Sep 1904,9 September 1904
"FOLEY, Christopher John",https://www.parliament.qld.gov.au/members/former/bio?id=474941042,Maryborough,23 Apr 2003 - 23 Mar 2012,
"FOLEY, Hon Matthew Joseph",https://www.parliament.qld.gov.au/members/former/bio?id=1148825854,"Yeerongpilly, Yeronga",2 Dec 1989 - 7 Feb 2004,
